,author_url,body,product_id,rating,review_date,review_url,title
0,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2BqHAU03ZduSID9PUI39zQ9RtXvJ3Po4WLzdcxJXG38FPXbD%2B7Eqh4spCtcoSEzo%2FoHyJmJIl4HUTfjn16Z2RnuX%2Fwz1lwSWyZnEukbbtFa65w&b=1,the item is defective and it does not work. the company's Quality Department should check its functionality before despatch.,B01MYU349G,1,23 November 2017,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2Bu3cIwXBcuX9P6%2BoQh5fG5Vdqm8Hv1PCEtNk%2FJRO0nmn2RlLrNqFPiP2CQcaCnoqvPwQWIphyH07X7Etcfj0ziHPd3gNFJj%2BgqCH%2BPL9X&b=1,defective item. company quality department should check
1,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2BqHAU03ZduSID9PUI39zQ9RtXvJ3Po4WGztIqMw2y4VjeZyPOEq0atPWkZoOMrJGPfTJmJIl4HUTfjn16Z2RnuX%2Fwz1lwSWyZnEukbbtFa65w&b=1,"awesome camera in this range, outdoor results are not that great",B01MYU349G,5,29 November 2017,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2Bu3cIwXBcuX9P6%2BoQh5fG5VdqnrLquIP10tVZIhKjnmn2RlLrNqFPiP2CQcaCnoqvPwQWIphyH07X7Etcfj0ziHPd3gNFJj%2BgqCH%2BPL9X&b=1,good for indoor
2,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2BqHAU03ZduSID9PUI39zQ9RtXvJ3Po4WLwMo6Lhar6UjedC3ECaQfzu%2BocIHoqJycCDJmJIl4HUTfjn16Z2RnuX%2Fwz1lwSWyZnEukbbtFa65w&b=1,Clear picture,B01MYU349G,5,18 March 2019,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2Bu3cIwXBcuX9P6%2BoQh5fG5Vdq%2BsaCwvSCycBbOnKm%2FTThRQm1OJNzmdC8UsStpbGCOwU%2BCZhqTBjbtCNdbEMt72HH2XA6VD7cvC2YO7IpeA%3D%3D&b=1,Very good camera with astra dvr
3,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2BqHAU03ZduSID9PUI39zQ9RtXvJ3Po4WF3c4uOwO1gyzUaSa%2FAskesPW6Z%2BOFzISRDDJmJIl4HUTfjn16Z2RnuX%2Fwz1lwSWyZnEukbbtFa65w&b=1,"Awesome camera,for installation of cctv camera in chennai pls contact 9884848582",B01MYU349G,5,11 February 2018,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2Bu3cIwXBcuX9P6%2BoQh5fG5Vdq%2BryPup6M0sU%2BN3awgzThRQm1OJNzmdC8UsStpbGCOwU%2BCZhqTBjbtCNdbEMt72HH2XA6VD7cvC2YO7IpeA%3D%3D&b=1,Awseome camera
4,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2BqHAU03ZduSID9PUI39zQ9RtXvJ3Po4WL07dfLwO95CzJdDrKE6Z5q%2BOodu%2FpooGbCzJmJIl4HUTfjn16Z2RnuX%2Fwz1lwSWyZnEukbbtFa65w&b=1,Doesn't know the cause but this perticular camera looks good but picture is blurry. Can't see any ones face,B01MYU349G,1,23 September 2018,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2Bu3cIwXBcuX9P6%2BoQh5fG5Vdq%2B6T3wvWMz7U8RnW5hjThRQm1OJNzmdC8UsStpbGCOwU%2BCZhqTBjbtCNdbEMt72HH2XA6VD7cvC2YO7IpeA%3D%3D&b=1,Looks good works bad
5,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2BqHAU03ZduSID9PUI39zQ9RtXvJ3Po4WFzMM8JHOj5FfWbT%2FGFK57sOa0AfGft%2BKHGiJmJIl4HUTfjn16Z2RnuX%2Fwz1lwSWyZnEukbbtFa65w&b=1,Very good performance.,B01MYU349G,4,7 November 2018,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2Bu3cIwXBcuX9P6%2BoQh5fG5Vdq%2BryPz5KSw9gkPwm%2F4DThRQm1OJNzmdC8UsStpbGCOwU%2BCZhqTBjbtCNdbEMt72HH2XA6VD7cvC2YO7IpeA%3D%3D&b=1,Very Good Product
6,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2BqHAU03ZduSID9PUI39zQ9RtXvJ3Po4WL3sNbQhOz81TLaVu%2BGcl%2Bqe6xavecrI%2BZASJmJIl4HUTfjn16Z2RnuX%2Fwz1lwSWyZnEukbbtFa65w&b=1,Ok,B01MYU349G,3,3 July 2018,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2Bu3cIwXBcuX9P6%2BoQh5fG5Vdq%2BrTtzo6U1rU%2BRQ%2FG%2BzThRQm1OJNzmdC8UsStpbGCOwU%2BCZhqTBjbtCNdbEMt72HH2XA6VD7cvC2YO7IpeA%3D%3D&b=1,Three Stars
7,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2BqHAU03ZduSID9PUI39zQ9RtXvJ3Po4WEt8wrNRGl50qhEyLbbL8eq%2FO2ZO6JvZiSDSJmJIl4HUTfjn16Z2RnuX%2Fwz1lwSWyZnEukbbtFa65w&b=1,Great,B01MYU349G,4,9 June 2018,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2Bu3cIwXBcuX9P6%2BoQh5fG5Vdq%2B7vxxIaS1dYtJHCn9jThRQm1OJNzmdC8UsStpbGCOwU%2BCZhqTBjbtCNdbEMt72HH2XA6VD7cvC2YO7IpeA%3D%3D&b=1,Trustable seller
8,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2BqHAU03ZduSID9PUI39zQ9RtXvJ3Po4WLxcxePQWo8lHHF1jKHbgfv%2Bu1Bfjqr4KXCDJmJIl4HUTfjn16Z2RnuX%2Fwz1lwSWyZnEukbbtFa65w&b=1,"Get different product as shown in photo, 0 review",B01MYU349G,1,19 September 2017,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2Bu3cIwXBcuX9P6%2BoQh5fG5Vdq%2BKL5yJOX0rkjJgqo8zThRQm1OJNzmdC8UsStpbGCOwU%2BCZhqTBjbtCNdbEMt72HH2XA6VD7cvC2YO7IpeA%3D%3D&b=1,One Star
9,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2BqHAU03ZduSID9PUI39zQ9RtXvJ3Po4WFttBaJB2k6FbKYSvQGbNhteawdeybr5mHCiJmJIl4HUTfjn16Z2RnuX%2Fwz1lwSWyZnEukbbtFa65w&b=1,Best price of this model available in market,B01MYU349G,5,31 May 2018,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2Bu3cIwXBcuX9P6%2BoQh5fG5VdqiLr51YeGx89eO3Omnmn2RlLrNqFPiP2CQcaCnoqvPwQWIphyH07X7Etcfj0ziHPd3gNFJj%2BgqCH%2BPL9X&b=1,Five Stars
10,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2BqHAU03ZduSID9PUI39zQ9RtXvJ3Po4WF3cUiJnKy%2F1LZeF3NAbJovZGudP6KvJyZHzJmJIl4HUTfjn16Z2RnuX%2Fwz1lwSWyZnEukbbtFa65w&b=1,faulty product recieved,B01MYU349G,1,12 November 2017,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2Bu3cIwXBcuX9P6%2BoQh5fG5Vdqm7jjuJ6F0MglQhK%2Fnmn2RlLrNqFPiP2CQcaCnoqvPwQWIphyH07X7Etcfj0ziHPd3gNFJj%2BgqCH%2BPL9X&b=1,One Star
11,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2BqHAU03ZduSID9PUI39zQ9RtXvJ3Po4WFyNU%2FPxSl8E%2FLFjvbGstit%2FehcfWNz5aSfiJmJIl4HUTfjn16Z2RnuX%2Fwz1lwSWyZnEukbbtFa65w&b=1,Got item with well packed but it's not working after all installed. Sad,B01MYU349G,1,26 April 2017,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2Bu3cIwXBcuX9P6%2BoQh5fG5VdqkbL8z5SbwbdbTh60nmn2RlLrNqFPiP2CQcaCnoqvPwQWIphyH07X7Etcfj0ziHPd3gNFJj%2BgqCH%2BPL9X&b=1,One Star
12,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2BqHAU03ZduSID9PUI39zQ9RtXvJ3Po4WE0s06MQjD%2BV%2FDFyu6DKtttvemf%2BaLs5mfESJmJIl4HUTfjn16Z2RnuX%2Fwz1lwSWyZnEukbbtFa65w&b=1,perfect,B01MYU349G,5,6 June 2018,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2Bu3cIwXBcuX9P6%2BoQh5fG5Vdq%2B8Dyx5aT1LAhJw28gzThRQm1OJNzmdC8UsStpbGCOwU%2BCZhqTBjbtCNdbEMt72HH2XA6VD7cvC2YO7IpeA%3D%3D&b=1,Five Stars
13,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2BqHAU03ZduSID9PUI39zQ9RtXvJ3Po4WF1bIkQQ%2FGhVOlFyjSFaoeteu7ZvmauJ2NHjJmJIl4HUTfjn16Z2RnuX%2Fwz1lwSWyZnEukbbtFa65w&b=1,it is good,B01MYU349G,4,24 March 2019,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2Bu3cIwXBcuX9P6%2BoQh5fG5Vdq%2B735u5KWwLMxJwPBiDThRQm1OJNzmdC8UsStpbGCOwU%2BCZhqTBjbtCNdbEMt72HH2XA6VD7cvC2YO7IpeA%3D%3D&b=1,gud  vision
14,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2BqHAU03ZduSID9PUI39zQ9RtXvJ3Po4WGzrY5LnW7%2BE3baVnJFqdpvPqsaYWes4eYDSJmJIl4HUTfjn16Z2RnuX%2Fwz1lwSWyZnEukbbtFa65w&b=1,Good proudect,B01MYU349G,5,8 October 2018,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2Bu3cIwXBcuX9P6%2BoQh5fG5Vdq%2BsWIwoXz0NAhJ3DGiTThRQm1OJNzmdC8UsStpbGCOwU%2BCZhqTBjbtCNdbEMt72HH2XA6VD7cvC2YO7IpeA%3D%3D&b=1,Good
15,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2BqHAU03ZduSID9PUI39zQ9RtXvJ3Po4WEwbMlJgir6VTQFyi8CLZgu%2Bqme%2FKTqJ6HEyJmJIl4HUTfjn16Z2RnuX%2Fwz1lwSWyZnEukbbtFa65w&b=1,worst product i have ever received.,B01MYU349G,1,22 December 2017,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2Bu3cIwXBcuX9P6%2BoQh5fG5Vdq%2BqeMvZ2FtsYgIRTF%2BTThRQm1OJNzmdC8UsStpbGCOwU%2BCZhqTBjbtCNdbEMt72HH2XA6VD7cvC2YO7IpeA%3D%3D&b=1,One Star
16,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2BqHAU03ZduSID9PUI39zQ9RtXvJ3Po4WExrMsQQTFhUvKYTW7HLxmqeSqAICTvJyXAzJmJIl4HUTfjn16Z2RnuX%2Fwz1lwSWyZnEukbbtFa65w&b=1,It's too good and most helpful,B01MYU349G,5,10 November 2017,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2Bu3cIwXBcuX9P6%2BoQh5fG5Vdq%2BrTrtIn73M0tRwHF%2FzThRQm1OJNzmdC8UsStpbGCOwU%2BCZhqTBjbtCNdbEMt72HH2XA6VD7cvC2YO7IpeA%3D%3D&b=1,Five Stars
17,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2BqHAU03ZduSID9PUI39zQ9RtXvJ3Po4WFxtFbQXTD80%2BgeSrSHMhruey1YuSbzp%2FvCyJmJIl4HUTfjn16Z2RnuX%2Fwz1lwSWyZnEukbbtFa65w&b=1,nice,B01MYU349G,5,4 March 2017,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2Bu3cIwXBcuX9P6%2BoQh5fG5Vdq%2BMryvY2J0dFdMgSzhjThRQm1OJNzmdC8UsStpbGCOwU%2BCZhqTBjbtCNdbEMt72HH2XA6VD7cvC2YO7IpeA%3D%3D&b=1,Five Stars
18,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2BqHAU03ZduSID9PUI39zQ9RtXvJ3Po4WFytE4IhW181rZbSvFD7gezfSmafmVqJaTHDJmJIl4HUTfjn16Z2RnuX%2Fwz1lwSWyZnEukbbtFa65w&b=1,Quality not good.,B01MYU349G,1,13 December 2017,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2Bu3cIwXBcuX9P6%2BoQh5fG5Vdq%2BLHu14iEzdchOg%2FJhzThRQm1OJNzmdC8UsStpbGCOwU%2BCZhqTBjbtCNdbEMt72HH2XA6VD7cvC2YO7IpeA%3D%3D&b=1,One Star
19,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2BqHAU03ZduSID9PUI39zQ9RtXvJ3Po4WFsLIsOnCj%2FVPZYyrcEL0ZovjUB%2BaKyeKIEzJmJIl4HUTfjn16Z2RnuX%2Fwz1lwSWyZnEukbbtFa65w&b=1,Good,B01MYU349G,3,25 March 2017,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2Bu3cIwXBcuX9P6%2BoQh5fG5Vdq%2B7qIy4iPvNgsNH%2FG4DThRQm1OJNzmdC8UsStpbGCOwU%2BCZhqTBjbtCNdbEMt72HH2XA6VD7cvC2YO7IpeA%3D%3D&b=1,Three Stars
20,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2BqHAU03ZduSID9PUI39zQ9RtXvJ3Po4WG0dUlMAKk%2FknKFyzNFr9isu7Wa%2F%2BFtY3oBSJmJIl4HUTfjn16Z2RnuX%2Fwz1lwSWyZnEukbbtFa65w&b=1,Voice received this camera,B01MYU349G,5,30 January 2018,/process.php?d=hkESVSFq1actwVIK5OyHjdgR9GU%2Bu3cIwXBcuX9P6%2BoQh5fG5Vdq%2B7nj3f2S1cxYMQWl8DThRQm1OJNzmdC8UsStpbGCOwU%2BCZhqTBjbtCNdbEMt72HH2XA6VD7cvC2YO7IpeA%3D%3D&b=1,Camera received voice
