,author_url,body,product_id,rating,review_date,review_url,title
0,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawaH7pSLdcdLMjktDZBsfpVeZ93vxKcxZSuSOUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,"Don't read this as a review. Just sharing my personal experience with the product and I hope you would like it. Before I start here are some key features of the product :ðŸ“¢ Bluetooth 5.0ðŸ“¢ Extra BassðŸ“¢ Built in powerbankðŸ“¢ Can be connected to two different devicesðŸ“¢ Charges quickIn Box Content1. Two piece earbuds2. Built in Powerbank3. Charging cable4. Carrying pouch5. User ManualðŸ¤— MY EXPERIENCE,ðŸ¤—Got this delivered a week ago and writing this review today on 26th March. Certain things I have liked and certain disliked. So let's start with the positive. Uniquely built, the build quality of these buds are premium and you can feel that the moment you hold this in your hand. The built in Powerbank is an added advantage. It can charge the buds and also your phone in emergency. Though the capacity is 3000Mah but it works wonders when you are out and your phone is running low on battery. The best part is that things are automatic. The moment you place the buds in the charging case, it automatically starts charging and disconnect when fully charged. So now no worry of overcharging. Now let's talk about the sound output. Initially I was little sceptic but these beauties have proved me wrong. Amazingly balanced sound and excellent BASS. Very very very satisfied by the sound output.  Connectivity wise these are equipped with BLUETOOTH 5.0 and the range is very good. Approximately at around 20 metre, the buds were working great.Enough of Likes, now let's talk about the dislikes. Due to inbuilt Powerbank, the feel is little bulky, but as said earlier, it can save you from disaster at times. You know phones are life now....HahahaSecondly was expecting a charging adapter with these but again, since it is universally accepted USB 3.0  one can use any charging adapter.That's the end of my experience with this product and I can assure you that if you are okay with two dislikes I have spoken of, you will be much more than satisfied with these beauties. They are much better than the branded ones and the Powerbank is again , a life saving feature .Thanks for your time.",B07MQZ4CL6,5,26 March 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxGGdSEbwac8BQLbwcW%2BrFl0Rv7vJ8X4ta%2BymB5oSTdNNUD3LPeeH%2BzJ%2FK6%2BD83tMFVzC9LXkc6Nusu9VL&b=1,Unique and Effective
1,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawUAaIwTLgBPMzqsDtNwuhWdeZzxG6ZzemjVvUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,"The product received in a good condition, and it was cleanly bubble wrapped, and got very fast.Pros:The earbuds fits perfectly in our ears, and it do not fall while wearing it, and the sound is also very polite and soft to hear, and the bass and vocals are very soft. And the earbuds charges very fast, and the battery back last long, and good. And it's very light weight, and we can carry easily anywhere. And I ware this earbuds at driving, and it's very comfortable. And the red light blinks at the time of charging, that looks very pretty.And the one two and three touch controls are super.Cons:There is no much cons to say about the product, and I found one thing, we cannot ware this earbuds when we ware full helmet, as it covers our ears we cannot pick calls and change music. That is the only con.Looks cool on our ears, and small and cute design, and super soft music.",B07MQZ4CL6,5,1 April 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxf2UiBLcCH7NGU78YJLfSlB8x4MBATqZk6Cuu3b%2B%2BcNJ8JHLXKrfylPfL%2BZ7iucEfUEPCX35m9NDCzNoxyw%3D%3D&b=1,Looks cool and crazy on ears!!
2,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawVDcUwVNoBMdn3pzpdy5kpepx23xiX2pmyT%2BUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,"Best in sound,wireless so very convinient while working,noise cancellation upto an extent works when there is alot noise around,at times useful while sleeping as it cuts down the noise around my house.recommended to my music loving friends,since comes with Best in sound,wireless so very convinient while working,noise cancellation upto an extent works when there is alot noise around,at times useful while sleeping as it cuts down the noise around my house.recommended to my music loving friends,since comes with warranty and service is good,fast and hassle free. This product is just awesome n value for money product. Its has awesome sound with perfect base n punch n has a powerfull battery back up too..The product is better than other similar product. I use it more for calling. Can say that call quality is high at both ends, i.e. sender and receiver. For music also it is very good.I would strongly recommend the product.  Ty",B07MQZ4CL6,5,26 March 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxfh1Rda4fcskwT98aJbfSlB8x4MBATqZk6Cuu3b%2B%2BcNJ8JHLXKrfylPfL%2BZ7iucEfUEPCX35m9NDCzNoxyw%3D%3D&b=1,Superb quality and soundðŸ˜�
3,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawUD7RbXM8dOdTypCg72Z9beeN1xxGZsJ2lSvUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,A slight movement is causing my right pair not working. I had to sit still to listen smoothly.Edit: I dont know why they charged 4099(now i think 4699) but the box clearly showed MRP 3999.,B07MQZ4CL6,1,3 April 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxfwVdALpgdblUTNtnRrfSlB8x4MBATqZk6Cuu3b%2B%2BcNJ8JHLXKrfylPfL%2BZ7iucEfUEPCX35m9NDCzNoxyw%3D%3D&b=1,they sent me a faulty one i think.
4,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawUCcNCLdoIPNaSxDRFz55Ye41wwB%2BLy%2BnXN%2BUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,"Just got the product and I use in for couple of minutes, So my opinion is the product look really good and the sound quality is much better then i had expected but what i feel is the charging case is slightly little heavier as it work as a power bank as well for your phone. The delivery was much faster then i had expected so thanks Amazon for sending it one day earlier.I will recommend to buy it.",B07MQZ4CL6,5,1 April 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxfx4jc7ofcbdKVdxqO7fSlB8x4MBATqZk6Cuu3b%2B%2BcNJ8JHLXKrfylPfL%2BZ7iucEfUEPCX35m9NDCzNoxyw%3D%3D&b=1,My opinion about this product
5,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawVDb1HRcVkPszxqD1DxOtLHoRzxxuSzpOwNPUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,ðŸ˜� I love the sound of the earbuds .Very easy to pair . Battery is very long lasting and easily fits in ðŸ‘‚ .High recommended. ...........,B07MQZ4CL6,5,20 March 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxfR9addQFDb1FKMkbN7fSlB8x4MBATqZk6Cuu3b%2B%2BcNJ8JHLXKrfylPfL%2BZ7iucEfUEPCX35m9NDCzNoxyw%3D%3D&b=1,Good
6,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawXBr1BRsxmJ6r4tDhWtv1La5V%2Fwgjpz5elRvUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,"This headset is awesome in look as well as in sound. Light weight, easy to carry. High battery capacity. Fadu sound. Easy to connect and perfectly fit to my ears",B07MQZ4CL6,5,1 April 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxfWBQAqsVDL8ySchhJbfSlB8x4MBATqZk6Cuu3b%2B%2BcNJ8JHLXKrfylPfL%2BZ7iucEfUEPCX35m9NDCzNoxyw%3D%3D&b=1,Best wireless headset
7,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawaCsVPU8oCMc3pvDtUwOBMaI1jxwuX0%2BjVU%2FUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,Perfect earbuds..Delivered 3 days before time..,B07MQZ4CL6,5,28 March 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxfxFaEaUCEaE1R8cbQrfSlB8x4MBATqZk6Cuu3b%2B%2BcNJ8JHLXKrfylPfL%2BZ7iucEfUEPCX35m9NDCzNoxyw%3D%3D&b=1,Great piece of Engineering!!
8,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawUAsIxT7wUNq%2FquTVBtflFZoJ4ux7ssO3UTOUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,They have pretty good audio for in-ear headphones. They also have a very good battery for wireless in-ears. They have a comfortable build and are quite versatile for everyday use.,B07MQZ4CL6,5,30 March 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxfm8oCNkTF8NaTN8RI7fSlB8x4MBATqZk6Cuu3b%2B%2BcNJ8JHLXKrfylPfL%2BZ7iucEfUEPCX35m9NDCzNoxyw%3D%3D&b=1,A decent product with stylish looks
9,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawXC6pCW8IYNcrhvzpYsJkoZuJ5ywjttIKsMOUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,"Nice products and it's sound quality is very awesome and its Bluetooth 5.0 chip allows a more stable connection and lower power consumption.Noise cancellation of CVC8.0, this is the most advanced technology in the noise cancellation section, you can have a clearer listening, avoid problems while calling.",B07MQZ4CL6,5,20 February 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxfwZPF9oTDcVRSNoROrfSlB8x4MBATqZk6Cuu3b%2B%2BcNJ8JHLXKrfylPfL%2BZ7iucEfUEPCX35m9NDCzNoxyw%3D%3D&b=1,Good Bluetooth earphones
