,author_url,body,product_id,rating,review_date,review_url,title
0,/process.php?d=a6FYKNbGI7aat8lODRbJrMkPpgcCl5Tnu3V1Rx6z0tplXDUXBsecKTUtm5mzhn9h%2FWvjgu7Jty6YRwneOzhmu9ixk%2F4L2Up9kT7lMlAPCHxKUUbJNwuazJABm1WWRy5t7hbZbjap&b=1,"Very good quality earphones for the price. Crisp, clear and sharp audio ; in-ear buds that fit in perfectly and don't keep falling off (also comes with extra buds). Button to receive calls and inbuilt mic for hands free calling experience. Only thing lacking according to me is volume control. Otherwise a very good product by Motorola.",B07P34X4BW,5,26 March 2019,/process.php?d=a6FYKNbGI7aat8lODRbJrMkPpgcChJP7qXN0R0P%2FzcV9BH4BFouhbQIM5JzEjnZtlmmA5fTvnnzidinPbBB1jOWQg9Vh4m0lvC%2F3YwwLMiJtWmGDYRWt2rlLhgfVeiIw0x%2FObQ%3D%3D&b=1,Great purchase for the price!
1,/process.php?d=a6FYKNbGI7aat8lODRbJrMkPpgcCl5Tnu3V1Rx6z0tplXDUXBsecKTUtm5mylAhk62PygpjXsl%2FtURLBSShsr9Kp7vAIxVp9kT7lMlAPCHxKUUbJNwuazJABm1WWRy5t7hbZbjap&b=1,"Happy place requires great place great food and great headphones as well...ðŸ˜‰ðŸ˜‰ Moto Pace 100 In-ear sits closer to ear drums, so delivers excellent sound quality and effectively seal out external noise. It has a microphone and a button which controls multiple functions on number of clicks. It also controls Google assistance. They are extremely portable, so are most convenient for use on the go it at the gym.",B07P34X4BW,5,28 March 2019,/process.php?d=a6FYKNbGI7aat8lODRbJrMkPpgcChJP7qXN0R0P%2FzcV9BH4BFouhbh4c4eGh%2FGR%2F4XzznPTvnnzidinPbBB1jOWQg9Vh4m0lvC%2F3YwwLMiJtWmGDYRWt2rlLhgfVeiIw0x%2FObQ%3D%3D&b=1,Amazing headphones.
2,/process.php?d=a6FYKNbGI7aat8lODRbJrMkPpgcCl5Tnu3V1Rx6z0tplXDUXBsecKTUtm5mxiQl782nkmY7No1uNIxHGSjgeut%2BwhoZ5wFp9kT7lMlAPCHxKUUbJNwuazJABm1WWRy5t7hbZbjap&b=1,Trying this new Motorola in-ear headphones. The packaging was pretty good when I received it. The delivery was before time. The ear-phones come with a microphone for handsfree calls. Loving the sound system of it. Pretty reasonable to purchase.,B07P34X4BW,5,24 March 2019,/process.php?d=a6FYKNbGI7aat8lODRbJrMkPpgcChJP7qXN0R0P%2FzcV9BH4BFouhbxMQ7OGzk2xhlmqPm%2FTvnnzidinPbBB1jOWQg9Vh4m0lvC%2F3YwwLMiJtWmGDYRWt2rlLhgfVeiIw0x%2FObQ%3D%3D&b=1,Reasonable
3,/process.php?d=a6FYKNbGI7aat8lODRbJrMkPpgcCl5Tnu3V1Rx6z0tplXDUXBsecKTUtm5mxl2p473zl5ZeotSmXRhDGWCdn39Ox6vV1p0p9kT7lMlAPCHxKUUbJNwuazJABm1WWRy5t7hbZbjap&b=1,"local store chinese handsets are much better then this one, i expected at least good audio output not the best, but while m listening songs on Ganna on full volume the sound quality is very bad specially bass effects and treble effects are worst,it acceptable that sound is little low compared to Boat, JBL, Sony but at least clear sound is always expected when buying such big name branded products.",B07P34X4BW,3,9 May 2019,/process.php?d=a6FYKNbGI7aat8lODRbJrMkPpgcChJP7qXN0R0P%2FzcV9BH4BFouhFmJr947Fgwl242P4%2BKn4nSe8eBvzfT1Ln%2Be%2FuO5M5mwNly%2FvMFoHakpsSB%2BdBge33co09ACyGSVcv2nb&b=1,not upto the mark
4,/process.php?d=a6FYKNbGI7aat8lODRbJrMkPpgcCl5Tnu3V1Rx6z0tplXDUXBsecKTUtm5mzjQh%2F8GfihZnPsl6YRwGjTSF7ptSrhfZv0Vp9kT7lMlAPCHxKUUbJNwuazJABm1WWRy5t7hbZbjap&b=1,"Came across these Motorola head phones which come along with the mic, the best thing about these is that they are cheap and are truly amazing and for this cost! The voice is so good and since they are with mic I use the same for taking phone calls! The packaging was good! And was delivered on time!",B07P34X4BW,5,2 April 2019,/process.php?d=a6FYKNbGI7aat8lODRbJrMkPpgcChJP7qXN0R0P%2FzcV9BH4BFouhbm8e%2F427iQh8lGzzgvTvnnzidinPbBB1jOWQg9Vh4m0lvC%2F3YwwLMiJtWmGDYRWt2rlLhgfVeiIw0x%2FObQ%3D%3D&b=1,Value for money!
5,/process.php?d=a6FYKNbGI7aat8lODRbJrMkPpgcCl5Tnu3V1Rx6z0tplXDUXBsecKTUtm5mzg3Jm9Rfsnu3Fzk2OXhTZVS8ZvtC4j%2F5rxUp9kT7lMlAPCHxKUUbJNwuazJABm1WWRy5t7hbZbjap&b=1,"Totally worth every penny.I honestly didn't even needed an earphone at all but reading some reviews did made me go for this one.Given the price I couldn't have asked for anything better. I do have Cx180, Cx275s, XB154AP, Smokin Buds 2, Ink'd and couple of others, but this being at such a cheap price that too with a mic it sure didn't disappointed me. Mids and lows are nice, bass is at least better than my CX180, nicely built, call button works great, wires are not as thin as cx180 which is a bonus cos my cx180 tangles a lot.If anyone is looking for something good without spending much then this one is sure is the one to look and go for.",B07P34X4BW,5,18 May 2019,/process.php?d=a6FYKNbGI7aat8lODRbJrMkPpgcChJP7qXN0R0P%2FzcV9BH4BFouhbhgJ%2BpK48wsD%2F3f9kPTvnnzidinPbBB1jOWQg9Vh4m0lvC%2F3YwwLMiJtWmGDYRWt2rlLhgfVeiIw0x%2FObQ%3D%3D&b=1,Worth the money.
6,/process.php?d=a6FYKNbGI7aat8lODRbJrMkPpgcCl5Tnu3V1Rx6z0tplXDUXBsecKTUtm5mxknl39mHihe%2FYzy6LQgDHWikZrNm0mfUIwVp9kT7lMlAPCHxKUUbJNwuazJABm1WWRy5t7hbZbjap&b=1,"Poor below average sound quality. I think this sound quality is usually observed in under Rs.200 earphone in roadside. Won't recommend to anyone.Volume is there, but if you use it for prolonged duration, your ears are gonna hurt. Music lovers, stay away!",B07P34X4BW,3,12 April 2019,/process.php?d=a6FYKNbGI7aat8lODRbJrMkPpgcChJP7qXN0R0P%2FzcV9BH4BFouhFhRt44%2Bi9GQB92uA%2BKn4nSe8eBvzfT1Ln%2Be%2FuO5M5mwNly%2FvMFoHakpsSB%2BdBge33co09ACyGSVcv2nb&b=1,Basic sound quality
7,/process.php?d=a6FYKNbGI7aat8lODRbJrMkPpgcCl5Tnu3V1Rx6z0tplXDUXBsecKTUtm5myhgkD9mCBn4vJq0jrVHfZSSRzpNiwivYL0Up9kT7lMlAPCHxKUUbJNwuazJABm1WWRy5t7hbZbjap&b=1,I loved the sound quality of the earphones. The packaging was very good when i received it . Its reasonable to purchase.,B07P34X4BW,5,13 April 2019,/process.php?d=a6FYKNbGI7aat8lODRbJrMkPpgcChJP7qXN0R0P%2FzcV9BH4BFouhbmoU4JXC8Gphk3T54vTvnnzidinPbBB1jOWQg9Vh4m0lvC%2F3YwwLMiJtWmGDYRWt2rlLhgfVeiIw0x%2FObQ%3D%3D&b=1,good
8,/process.php?d=a6FYKNbGI7aat8lODRbJrMkPpgcCl5Tnu3V1Rx6z0tplXDUXBsecKTUtm5mxlA5z8hbg5O7JvyzpVBejQDMdqM606oZ6wUp9kT7lMlAPCHxKUUbJNwuazJABm1WWRy5t7hbZbjap&b=1,Sound is too high not that soft on ears..moreover everytime frequently it pops out of the earphone port and u have to plug in again.. can't talk using these looks like the mic is damaged..the voice ain't audible to the other end and call gets rejected frequently while using these...even though I am using MotoG5Plus phone.,B07P34X4BW,1,30 April 2019,/process.php?d=a6FYKNbGI7aat8lODRbJrMkPpgcChJP7qXN0R0P%2FzcV9BH4BFouhbR9pjJehjWRzl3b6nPTvnnzidinPbBB1jOWQg9Vh4m0lvC%2F3YwwLMiJtWmGDYRWt2rlLhgfVeiIw0x%2FObQ%3D%3D&b=1,Facing trouble...bad choice opt for Boat Bassheads
9,/process.php?d=a6FYKNbGI7aat8lODRbJrMkPpgcCl5Tnu3V1Rx6z0tplXDUXBsecKTUtm5mxlHVm6XLl4YHculaKJgvAOS5%2BvcKjmOh1o0p9kT7lMlAPCHxKUUbJNwuazJABm1WWRy5t7hbZbjap&b=1,The motorola pace 100 earphones are just worth spending because of the sound quality it serves as well as the sleek design with mic and button to controll calls when connected. The design perfectly fits in the ear and is light weighted.,B07P34X4BW,5,30 April 2019,/process.php?d=a6FYKNbGI7aat8lODRbJrMkPpgcChJP7qXN0R0P%2FzcV9BH4BFouhbRBgh5qnnXpvlmeGkPTvnnzidinPbBB1jOWQg9Vh4m0lvC%2F3YwwLMiJtWmGDYRWt2rlLhgfVeiIw0x%2FObQ%3D%3D&b=1,Value for Money
