,author_url,body,product_id,rating,review_date,review_url,title
0,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawaCsdaTMwKINnswihIyp9WZpUOxgPp043TQPUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,"Kindly read this review if you're planning to buy this product.I have been searching for a good quality truly wireless earphones from a pretty long time and that's when I found this.Packaging-*I was impressed by the packaging in which the earphones came.*It had a good case and inside it the earphones and some papers.*Also you'll get extra earbuds to change according to your ear size.*Charging cable is also provided inside the box.Battery*It has fast charging, in which within 1 Hour of charging, you get backup of around 2 hours.*It takes around 1-2 hour from 0 to 100%.*Charging case charges the earbuds for another 3,4 times.* LED indicators are present to display the battery status in the charging case.The Product-*First of all, I must say that I'm really impressed by the build quality of the item, metal would've been cooler though.*Most of my friends couldn't tell if its an earphone.*The charging case is really impressive. It gets charged very fast in an hour and can be used for as long as 15 hours.*The earphones can be used for around 3 hours with one charge and once you keep it in the case, it gets charged again.*Pairing is pretty easy too.Sound-*The noise cancellation is really good.*Sound is really loud.*The bass is really good.*The Mid's and Treble is pretty good too.Overall Verdict-If you're someone who loves tech and if these earphones come in your price range, go ahead and order it. You'd love it.Happy Shopping :)",B07QLZQH29,5,25 April 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxBARYCKlgDL5IT8gcW%2BrFl0Rv7vJ8X4ta%2BymB5oSTdNNUD3LPeeH%2BzJ%2FK6%2BD83tMFVzC9LXkA9dvJsKtE&b=1,Truely Wireless Earphones
1,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawaE8RVLN8GM8zqtCNWsJ8rY5oIxhiYypqwW%2FUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,"Awesome music experienceThere  delivery is also on time.and totally satisfied  with the product.Packaging of the product was good.I can definitely say that sound quality is pretty awesome.Very light weight.Bass is perfect as I was expecting from this earphone...Bluetooth pairing is good.Built quality is good enough.After a usage of almost 1 week I'm  updating my review....As I have told u about the battery backup that is too good...The earphones are very much good in all aspects, battery backup is more than 24 hours as u have to listen...",B07QLZQH29,5,3 May 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxfhlRDaBmdaRHSN8FLrfSlB8x4MBATqZk6Cuu3b%2B%2BcNJ8JHLXKrfylPfL%2BZ7iucEfUEPCX35m6M3CqdFPxA%3D%3D&b=1,Good music experience ......
2,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawUBsNUVbofJtWUuSFItOgodYN60QmY24qoNuUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,What Makes Moonwalk differinated from other brands i had purchased is as follows :-1. Good battery life .2. Splash proof / Rain proof3. IPX6 CERTIFIED4. Can be connected in single and twin mode * ( never seen this mode before where u are allowed to connect with 2 bluetooth devices T single time .5. IN Case charging feature to forget about Your charging worries .6. Automattically gets paired to sorrounding devices .7. Working good quality microphone .8 . The feel factor of prodct makes u feel good when connected .9 . Good touch response to change swap or pause music .10 . Very stylish looking easy to have conversation  with people .So overall it is good dealCons :- Price can be some what less though quality prodct has its own charge .,B07QLZQH29,5,25 April 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxfQVYe64EB8ZIXcFqP7fSlB8x4MBATqZk6Cuu3b%2B%2BcNJ8JHLXKrfylPfL%2BZ7iucEfUEPCX35m6M3CqdFPxA%3D%3D&b=1,"Overloaded with good features , Value for money ."
3,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawad71GLLwRId70xU45zfpcYeIMvA%2BXxI%2B2VvUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,"This Bluetooth earphone is the best of its kind. It is small, comfortable in ear and offers good sound quality. It has good battery backup and bass is also good. I loved the design.",B07QLZQH29,5,27 April 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxfW5WG7Uad6VVUrhrJ7fSlB8x4MBATqZk6Cuu3b%2B%2BcNJ8JHLXKrfylPfL%2BZ7iucEfUEPCX35m6M3CqdFPxA%3D%3D&b=1,Comfortable in Ears
4,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawUCLExWLkUN8qVuTo61PVbGJ1xyB%2BTse%2BiWOUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,Here is an honest review after using this product.1) Very good sound quality2) Adequate bass for movie n music (no lag while watching movie on mobile)3) Amazing battery life4) Fits well on ears5) very light while you wear6) both Pods can be used for calls.7) Amazing prize very cheap cost.,B07QLZQH29,5,6 May 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxfR5OCLgfA8hXR91rLrfSlB8x4MBATqZk6Cuu3b%2B%2BcNJ8JHLXKrfylPfL%2BZ7iucEfUEPCX35m6M3CqdFPxA%3D%3D&b=1,Amazing product.
5,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawUELU1XrsaQKvwozBL1O9WZ5sM3BaN1Z6nQPUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,"My earlier earphone was not working right. So I bought this after hearing about it from a friend.This was the first time that I have used a truly wireless earphones and I simply loved them. The earphones have been built very well and the usage is very easy and very innovative. The touch on the earphones works like a charm.Now let me come to the sound experience, I must say it is commendable to offer such a great mids, highs and lows at such a price. It even works better than my wired earphones.The comfort level of the earphones is very great it does not hurt at all on a usual usage of 2-3 hrs.The connectivity is very fast and the distance at which the connectivity last is pretty more than sufficient.I would like to recommend it to everyone.",B07QLZQH29,5,5 May 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxfhsjDqkWHcdAXLhgPLfSlB8x4MBATqZk6Cuu3b%2B%2BcNJ8JHLXKrfylPfL%2BZ7iucEfUEPCX35m6M3CqdFPxA%3D%3D&b=1,"Fast Connectivity, great sound, fully comfortable"
6,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawaDLZaLMUfNc7vuThUz%2BteeJJ%2Bugrose2qMPUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,The earphones are truly wireless. They have a very good infact great battery life. The sound quality is just superb. You can hear all the highs and lows of the music clearly. The bass and treble are perfect. Really enjoying this product.,B07QLZQH29,5,30 April 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxfWRLEt5lHadZV88dP7fSlB8x4MBATqZk6Cuu3b%2B%2BcNJ8JHLXKrfylPfL%2BZ7iucEfUEPCX35m6M3CqdFPxA%3D%3D&b=1,Very Amazing Wireless earphones
7,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawVDaNWUcACINzqqS9U0JtQe5532wuN1um5U%2FUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,"TRULLY AMAZING WIRELESS BLUETOOTH..This was the first time that I have used a truly wireless earphones and I simply loved them. The earphones have been built very well and the usage is very easy and very innovative. The touch on the earphones works like a charm.Now let me come to the sound experience, I must say it is commendable to offer such a great mids, highs and lows at such a price. It even works better than my wired earphones.The comfort level of the earphones is very great it does not hurt at all on a usual usage of 2-3 hrs.The connectivity is very fast and the distance at which the connectivity last is pretty more than sufficient.",B07QLZQH29,5,27 April 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxARJBCaERccU6S8dgW%2BrFl0Rv7vJ8X4ta%2BymB5oSTdNNUD3LPeeH%2BzJ%2FK6%2BD83tMFVzC9LXkA9dvJsKtE&b=1,trusted seller
8,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawVFMQ2UNwFM9ryuSxY0%2B5QZ%2BAM0RKMz4GkQ%2FUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,"I m used to listening music... ND I was searching for good Bluetooth speaker ND I found the best... It's quality is too good above from my expectations.earbuds is very adjustable ND comfortable during Gym even.u can connected in single and Twin mode. It's battery life is too long. It's charging case charges the ear buds for 3,4 times.  The pairing is easy to use. Led indicator shows you how much charging is left in it. Also you will get extra ear buds to change according to ur ear sizes. It's packaging is very impressive too... I m very much impressed with its quality ND performance ðŸ˜Š",B07QLZQH29,5,2 May 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxfQVaBLsGFaVCUr8dO7fSlB8x4MBATqZk6Cuu3b%2B%2BcNJ8JHLXKrfylPfL%2BZ7iucEfUEPCX35m6M3CqdFPxA%3D%3D&b=1,Prefect valuable products
9,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawUHLNXXM8dPs%2F0xjNVy%2BxMfJ1yz2qV0YqrVfUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,1. Sound quality is excellent you can experience each and every beat clearly2. You connect it and forget the outside no disturbance at all. superb noise cancellation.3. Excellent battery life and lasts around 2 days once full charged ( i am an average user)4. Very sleek design and It fits really nice  and smooth in ears.5. Finally a price very much in budget considering the specs.6. I have used it in casual exercises and it is working fine7. Charging case is again so cool and very much useful.Overall excellent product and worth the penny,B07QLZQH29,5,26 April 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxGwdVF6IAdcRTXL8fW%2BrFl0Rv7vJ8X4ta%2BymB5oSTdNNUD3LPeeH%2BzJ%2FK6%2BD83tMFVzC9LXkA9dvJsKtE&b=1,Crisp clear sound and fabulous looks
