,author_url,body,product_id,rating,review_date,review_url,title
0,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawXDMNXVckROszxqCxV2v9UeOJ52wCL0e%2BkQPUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,"The Best True Wireless Mini Portable Bluetooth SpeakersThese little speakers are the best portable mini speakers I have ever heard. The highs are crisp and the mid-levels are clear, never muddled, and the bass substantial without being at all distorted by reverberation.They are simple to pair, taking any guesswork out of the process, telling you when they are powered on and powered off, and when they are paired. The case is great, it allows you to carry them both together while still enjoying a true stereo experience, and out of the case they can be separated such that they emulate theater speakers, again in true stereo.They come with everything one needs to use them including a dual split usb power cable and a/c adapter, so you can charge both of the speakers simultaneously using this single cable and an auxiliary cable so one does not have to be bluetooth ready with their input device. I highly recommend these speakers and would buy them again.",B07N1X2XKX,5,16 May 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxGQEjE7cYfb1CWtobW%2BrFl0Rv7vJ8X4ta%2BymB5oSTdNNUD3LPeeH%2BzJ%2FK6%2BD83tMFVzC9LXkfiNmqoNIl&b=1,Good
1,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawacL82XbsWNdH6oj1ByPRZHuF3vRTr25igVfUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,"Very Pleasing Sound and Very LoudWell defined audio, especially the all-important mid-range. Highs are clear and just enough bass to give a little punch to the music. Be advised that your best sound will come after a few hours of use.Love how versatile and durable the speakers are. They are well protected and more water resistant in their rubberized case. When out of the case, I stick them on the microwave, refrigerator, or flat surface.They have a few unusual tricks. Not only can you physically separate them for wireless Bluetooth stereo, you can do the same thing with auxiliary input! Plug in the aux cable to one of the speakers and the other one will play the other channel when separated. Nice trick.On my Android phone, the speaker battery level shows up in the top status bar. These are true 2-way speakers. The woofer at the base of the speaker is active, meaning it is powered and receives low frequencies only. This makes the bass very satisfying for a small speaker. You can feel the bass on whatever surface the speakers are placed.",B07N1X2XKX,5,16 May 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxfx1LB9QeHMZOVt8ILrfSlB8x4MBATqZk6Cuu3b%2B%2BcNJ8JHLXKrfylPfL%2BZ7iucEfUEPCX35m97DAysE2pQ%3D%3D&b=1,Nice
2,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawXBqVTTdwcQMv5vzM6tOFNZecN3xibxorXVuUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,"High Quality, Versatile Speakers.I love these speakers! The sound is clear and has a great quality - impressive volume and clarity for such a compact set of speakers! I also love the fact that they are magnets and that I can hang them from the light fixtures in my classroom! The case is durable and eye catching - perfect for packing up the speakers when itâ€™s time to go somewhere else. Love these speakers - their sound, portability, and ease of use are top notch. In addition, any questions I had were answered promptly by customer service. Would highly recommend this product for anybody looking for Bluetooth Speakers.",B07N1X2XKX,5,16 May 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxHA9eEK8GA6hQLrd9Bv3GzBph3M5tcrVJ%2BQa63amXdft%2FD2qcL%2B2mpJ7Ylf6bzMkCJE%2FPKgBg4bPAs8E%3D&b=1,Very good product
3,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawXB6ZGLNccPciSwzZbsedFe58JzxGb04vTNeUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,".At Last!! UPDATE: Have purchased another set of Crossbeats Dynamite speakers.For years I've purchased many Bluetooth speakers. I was in search of that perfect speaker that could not only be loud enough to hear over my bikes engine, But have some great quality. I just found that and more! Right out of the box I was very impressed! These little guys had a decent weight, Much nicer looking than the picture, And paired easily. The sound quality, Wow! I couldn't believe the Awesome variety of sounds you get by merely moving the two cones around. Great Highs, Rockin Bass, These little guys are ready to compete with the larger expensive speakers I own. Just the sleek design, Plus the magnets make these guys perfect size easy to transport. Crossbeats Dynamite are a must have! At this price, This is a steal. I've been showing these guys off to my friends, And about to order another set for myself. I highly recommend! When I found out that owning a Samsung S9 that I could sync 4 speakers, I took advantage of it. WOW! If you think that just 2 of these amazing speakers sound great, You should hear 4!! I am more than impressed by my Crossbeats speakers. I love,love, love these speakers. These little guys are absolutely incredible!!",B07N1X2XKX,5,18 May 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxfRlLErtjC78yL79kRbfSlB8x4MBATqZk6Cuu3b%2B%2BcNJ8JHLXKrfylPfL%2BZ7iucEfUEPCX35m97DAysE2pQ%3D%3D&b=1,Best
4,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawaF6lPV8lmINvwtDxKseJed5EIwhSazZitNuUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,"Best on Amazon, Best in Category - Crossbeats Dynamite Bluetooth SpeakersThese speakers are awesome. The Bluetooth connectivity paired easily and had a range of about 50 feet. I was super impressed with how loud the speakers could go, these things can really play loud. It was also great that they can break apart and become two speakers, you can put one speaker in one room and one in the other and they sound great. These are great speakers and well worth the money. Amazing!! I am so happy with this new Bluetooth speaker with its awesome sound, beautiful design and able to take it simply anywhere.",B07N1X2XKX,5,21 May 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxf2Ipd6ATAbtFScgDQLfSlB8x4MBATqZk6Cuu3b%2B%2BcNJ8JHLXKrfylPfL%2BZ7iucEfUEPCX35m97DAysE2pQ%3D%3D&b=1,Nice
5,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawUEb1JV8gQNc3yuT9Y1v1KY4cJ0AqGsYO2SfUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,"Revolutionary product from Crossbeats â€“ Unbeatable Technology and Design.It is one of the best speakers in output and design I have ever experienced. The sound is very loud and clear, Great Bass effect and Great for Youtube videos.Twin Speakers â€“ Complete 360 surround sound experience.Very Powerful Battery playtime time â€“ Easily 15 hours.Great for voice calls.Sweatproof.Comes with Carry Case of Silicone make.12 months warranty from CrossbeatsLoved the DesignJust go for them, You will definitely love themâ€™",B07N1X2XKX,5,16 May 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxfRtZCN5kAMQ6XsAcIbfSlB8x4MBATqZk6Cuu3b%2B%2BcNJ8JHLXKrfylPfL%2BZ7iucEfUEPCX35m97DAysE2pQ%3D%3D&b=1,Love
6,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawXBL43T8sTM9eVsylAyfpVZplsxBOH0oKsQeUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,"Great Value and Budget SpeakerI love this little speaker and actually use it quite often! It works great and I love that I donâ€™t have to worry about it getting wet! The battery life is very long as I would like and itâ€™s easy to recharge and charges pretty quickly as well. Overall this is a great product and the price is amazing knowing they are 2 speakers at the price of 1. Also, the design is just marvelous. Every person coming to my house notice this awesome designed cute little speakers.",B07N1X2XKX,5,18 May 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxfhNLEKZidagyWtcaRLfSlB8x4MBATqZk6Cuu3b%2B%2BcNJ8JHLXKrfylPfL%2BZ7iucEfUEPCX35m97DAysE2pQ%3D%3D&b=1,Best
7,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawVB6lIWcwKPMDjoSM5xf4sdY4J3Bfq25i1WvUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,"FINALLYâ€� â€“ The ROCKFinally, I got a pair of Stero Bluetooth speakers that work independent of each other and I love them. These speakers are great and their sound is awesome. The best Part is that these speakers are 2019 technology. Not 2014 or even 2018 they just sound great. They are very versatle and you can take them any where and they are water resistant. And true stero. I wanted them as stereo spreakers for my laptop. But now I can safely take them anywhere. If your looking for two independent working bluetooth speakers look no further, They work Awesome with complete 360 degree surround sound.",B07N1X2XKX,5,16 May 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxD2dSDNwUc7ZAJ7hrW%2BrFl0Rv7vJ8X4ta%2BymB5oSTdNNUD3LPeeH%2BzJ%2FK6%2BD83tMFVzC9LXkfiNmqoNIl&b=1,Fantastic
8,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawUcL1OKNxmJsqSuTZOsOZJaoQPvQCbw5%2BkSvUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,"Cool and Incredible SoundBought these because I go camping often enough. The first time I used them I took them to the beach. Was very happy to hang it under my umbrella and listen to my playlist. In the evening I took it to the hotel room. There I was pleased to separate and get a wider sound wall. I found it to be loud enough for two people laying out but maybe not for an outdoor dance party. The charge went for a long enough time. Pretty awesome little package. Kind of expensive, but also kind of stylish and impressive.",B07N1X2XKX,5,18 May 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxfmdRAa4KE7U7WcdkOLfSlB8x4MBATqZk6Cuu3b%2B%2BcNJ8JHLXKrfylPfL%2BZ7iucEfUEPCX35m97DAysE2pQ%3D%3D&b=1,Cool
9,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjS6hBC0HSeOeJxCTmRjRny%2BXMOTlvbawXD7xUV9cFOtmSvT1P1ucpf4B0xR2MypKwVvUkCWPFe%2Bv2rqns8rmo798oRmqIQiwl1L7xnaQoqevt&b=1,"Great Sound, Great DesignThese are a great design and carry system, and when you spread these apart, rich full range stereo sound for such a small pair of speakers. I love these!These speakers sound great. They are easy to use, even the Bluetooth sounds good. The design is perfect.They sound as good or better than several, more expensive brands that I own. This tech has come a long way. Thank you Crossbeats for such crazy and awesome products. Love you guys!!",B07N1X2XKX,5,18 May 2019,/process.php?d=zrqLSKXKlnxOISC1UerKVomJUXrjWK9dGUfTeLrF2zv%2BHn9x26nxfxpMFNsGfMdES8pnNrfSlB8x4MBATqZk6Cuu3b%2B%2BcNJ8JHLXKrfylPfL%2BZ7iucEfUEPCX35m97DAysE2pQ%3D%3D&b=1,Besy
